startup_id,startup_name,industry,country,city_tier,founded_year,founders_count,female_founder,funding_rounds,total_funding_usd,last_funding_year,investor_count,has_vc,has_angel,employees,burn_rate_usd_monthly,annual_revenue_usd,profitability,customer_count,churn_rate_percent,milestones,patents_count,market_size_usd,valuation_usd,remote_work_policy,age_first_funding_year,status,closure_reason
4447,Startup_4447,Cybersecurity,India,Tier1,2010,4,0,0,2659951.5,2011,5,0,0,77,293979.21875,1827805,Not Profitable,7293,16.4599990844727,5,0,48009860,2075020.5,Hybrid,3,operating,Ran out of cash
4448,Startup_4448,TravelTech,Germany,Tier1,2002,1,0,2,3035165.75,2011,0,0,1,4,737479,3305372.5,Break-even,5375,41.5,5,0,13332735,855610.5625,Remote,3,closed,Operating
4449,Startup_4449,TravelTech,Germany,Tier3,2013,1,0,2,1866115.25,2021,0,1,0,8,102094.765625,438331.125,Not Profitable,6648,17.6900005340576,2,1,153659504,6155799,Office,3,ipo,Operating
4450,Startup_4450,Logistics,France,Tier1,2004,1,0,1,3320476.75,2008,0,0,0,3,65132.24609375,1219247.5,Not Profitable,2401,26.4699993133545,5,1,418130912,17780696,Hybrid,3,operating,Product-market fit failure
4451,Startup_4451,SaaS,USA,Tier2,2020,5,0,2,978937.1875,2024,5,1,0,1,NULL,1219247.5,Not Profitable,389,8.55000019073486,6,0,27262986,8932885,Hybrid,3,operating,Product-market fit failure
4452,Startup_4452,FoodTech,India,Tier1,2020,2,0,3,1243427.75,2015,5,0,0,30,314163.6875,32229.828125,Break-even,2957,26.4699993133545,6,0,69053072,662644.625,Remote,1,operating,Operating
4453,Startup_4453,Fintech,USA,Tier1,2005,2,0,6,3320476.75,2009,3,0,1,25,186097.421875,234138.796875,Not Profitable,2242,47.7999992370605,7,1,14613850,5264930.5,Remote,6,acquired,Market competition
4454,Startup_4454,Logistics,Singapore,Tier1,2000,1,0,4,64931408,2008,0,1,0,7,28506.69140625,1219247.5,Not Profitable,5963,26.4699993133545,5,3,199020656,8588448,Hybrid,3,ipo,Operating
4455,Startup_4455,TravelTech,UK,Tier3,2012,2,0,2,3516654.75,2007,7,0,0,20,337519.3125,3123671.5,Not Profitable,17358,57.9199981689453,3,1,9918532,1276855.25,Hybrid,5,operating,Operating
4456,Startup_4456,AI,USA,Tier1,2008,2,0,3,14413201,2019,4,1,1,23,73820.9765625,257396,Not Profitable,11083,6.90000009536743,3,1,71546392,2825733.75,Office,3,operating,Operating
4457,Startup_4457,FoodTech,Netherlands,Tier2,2002,3,1,0,287403.28125,2005,7,1,1,19,11173.1962890625,1219247.5,Not Profitable,12398,15.9099998474121,10,1,59276356,8932885,Remote,6,operating,Regulatory issues
4458,Startup_4458,Fintech,Brazil,Tier2,2005,2,0,4,5482998,2007,6,1,0,8,51344.15625,962088.375,Not Profitable,983,28.9500007629395,4,0,75192344,1582734.75,Remote,1,operating,Market competition
4459,Startup_4459,EdTech,Netherlands,Tier1,2019,1,0,3,990937.8125,2008,6,1,1,14,24447.408203125,861512,Profitable,12650,26.7399997711182,5,0,158282144,5677010.5,Hybrid,0,closed,Operating
4460,Startup_4460,EdTech,Germany,Tier3,2022,5,0,0,3139502.75,2019,1,1,1,7,283898.15625,90480.15625,Not Profitable,1318,22.2299995422363,6,1,44122140,12830704,Remote,5,closed,Operating
4461,Startup_4461,FoodTech,France,Tier1,2007,3,0,2,15817286,2013,0,1,0,31,3920653,126227.4453125,Not Profitable,1057,33.1199989318848,4,2,79848320,1285759.875,Remote,3,closed,Operating
4462,Startup_4462,Logistics,Australia,Tier1,2003,2,1,3,6563927.5,2021,0,1,0,11,927752,637343.625,Profitable,1469,56.6100006103516,4,0,31235538,69802504,Remote,5,operating,Ran out of cash
4463,Startup_4463,Ecommerce,France,Tier1,2005,3,0,4,1812240.25,2023,3,1,1,26,61358.91015625,7588445,Break-even,1038,5.92000007629395,4,1,61819560,8075514,Office,3,acquired,Market competition
4464,Startup_4464,Ecommerce,India,Tier1,2011,4,0,4,8096539.5,2018,5,1,1,86,171845.40625,1219247.5,Not Profitable,2957,26.4699993133545,7,2,34119788,61748972,Remote,3,operating,Ran out of cash
4465,Startup_4465,AI,Singapore,Tier1,2011,3,1,3,49706280,2015,3,0,0,20,82073.5703125,1562002.375,Not Profitable,5458,30.0100002288818,2,2,196006320,2116473.25,Office,1,acquired,Operating
4466,Startup_4466,Fintech,Singapore,Tier2,2006,3,0,3,6523097.5,2022,4,0,1,29,52128.95703125,1901555.375,Not Profitable,243,26.4699993133545,3,0,20552066,2634836.5,Hybrid,3,closed,Operating
4467,Startup_4467,Fintech,Australia,Tier1,2015,3,0,3,1369363.75,2012,3,1,1,171,274321.59375,12045201,Not Profitable,7584,26.4699993133545,7,2,70677208,1480202.625,Remote,1,operating,Operating
4468,Startup_4468,FoodTech,Netherlands,Tier2,2006,2,0,2,455332.59375,2019,0,1,1,4,765354.0625,211364.75,Profitable,2957,7.71000003814697,4,0,74984232,334980.3125,Hybrid,0,operating,Product-market fit failure
4469,Startup_4469,HealthTech,USA,Tier1,2023,3,0,5,12156536,2022,6,0,0,10,37114.71484375,1219247.5,Profitable,1709,22.6000003814697,3,1,739257984,15880612,Office,1,closed,Market competition
4470,Startup_4470,EdTech,Netherlands,Tier3,2002,5,0,5,1108904.5,2022,6,0,1,83,164196.703125,28212332,Not Profitable,20090,37.0499992370605,10,1,15760088,11578512,Hybrid,3,operating,Operating
4471,Startup_4471,Fintech,USA,Tier1,2012,2,0,0,3555548.25,2005,0,0,0,4,329711.5625,1219247.5,Not Profitable,7714,8.93000030517578,3,0,30115742,12890749,Remote,6,ipo,Operating
4472,Startup_4472,FoodTech,India,Tier2,2019,1,0,0,18226890,2020,0,1,1,21,80007.4453125,339068.8125,Not Profitable,9565,26.3899993896484,5,2,201943328,8932885,Remote,2,closed,Market competition
4473,Startup_4473,Gaming,UAE,Tier2,2008,4,0,4,1748051.875,2006,4,1,0,21,1535224,16232000,Profitable,4152,26.0799999237061,4,0,148560080,39972136,Remote,2,operating,Operating
4474,Startup_4474,SaaS,India,Tier1,2010,1,0,0,18495860,2019,4,0,1,7,88790.359375,1114947.625,Not Profitable,1545,7.53999996185303,3,2,16258316,7732341,Office,0,ipo,Product-market fit failure
4475,Startup_4475,Gaming,Canada,Tier1,2006,2,0,4,1534226.125,2005,6,0,1,7,8470.984375,1305633.875,Not Profitable,936,26.4699993133545,3,0,49848452,8932885,Remote,2,closed,Ran out of cash
4476,Startup_4476,Cybersecurity,USA,Tier1,2022,1,0,3,840396.8125,2013,5,1,0,36,281210.09375,2797668.25,Not Profitable,2770,36.1500015258789,9,2,52489412,8932885,Office,3,operating,Operating
4477,Startup_4477,Logistics,UAE,Tier1,2014,4,0,3,1749985.5,2019,0,1,0,20,9528.5703125,1476162,Break-even,2424,23.3099994659424,6,1,63180436,8932885,Office,3,ipo,Operating
4478,Startup_4478,AI,India,Tier1,2000,3,0,0,6185348,2014,0,1,1,24,20849.330078125,367431.5,Not Profitable,9515,16.4200000762939,3,0,30250818,8932885,Remote,6,operating,Regulatory issues
4479,Startup_4479,Fintech,Singapore,Tier2,2001,1,0,6,817444.8125,2023,0,1,0,13,NULL,28535.208984375,Not Profitable,12688,39.5,5,0,30410466,5925846.5,Hybrid,0,acquired,Operating
4480,Startup_4480,Cybersecurity,UK,Tier1,2000,2,0,0,3171788,2018,5,0,1,57,201560.46875,578140.5,Not Profitable,1216,28.3400001525879,6,0,144587392,8932885,Office,2,operating,Product-market fit failure
4481,Startup_4481,TravelTech,Germany,Tier1,2014,5,0,4,74101088,2012,2,0,1,42,114187.15625,15645341,Not Profitable,2957,26.4699993133545,4,1,539314368,1890323.25,Hybrid,2,closed,Operating
4482,Startup_4482,Cybersecurity,USA,Tier1,2003,4,1,2,17710460,2013,8,1,1,16,60343.69140625,162165.359375,Not Profitable,136,26.4699993133545,5,1,383767904,33541508,Office,3,operating,Market competition
4483,Startup_4483,FoodTech,Canada,Tier2,2003,1,0,6,1170570.875,2008,0,0,1,9,46735.6875,3915045.5,Not Profitable,13837,28.9599990844727,4,1,59857176,42603452,Remote,2,acquired,Acquired talent
4484,Startup_4484,Fintech,Germany,Tier1,2013,5,1,3,53698460,2010,4,1,0,32,334137.96875,1219247.5,Break-even,22758,31.8700008392334,2,0,12284503,8932885,Remote,1,acquired,Acquired talent
4485,Startup_4485,SaaS,Brazil,Tier1,2004,4,1,2,10752333,2011,0,0,1,5,111709.5859375,166739.453125,Not Profitable,128,22.1399993896484,2,1,260965888,24838354,Remote,3,closed,Product-market fit failure
4486,Startup_4486,Logistics,UK,Tier1,2020,1,0,2,13908678,2011,5,1,0,52,41034.02734375,14867140,Not Profitable,5740,26.4699993133545,4,1,122660384,350617.875,Remote,3,closed,Founder conflict
4487,Startup_4487,FoodTech,France,Tier1,2000,2,0,0,6572800.5,2020,5,1,0,31,NULL,679406.125,Not Profitable,62449,26.4699993133545,7,2,5601273.5,18941430,Hybrid,1,acquired,Operating
4488,Startup_4488,FoodTech,USA,Tier2,2014,5,1,1,2682835.5,2023,3,1,0,15,142823.734375,51209512,Not Profitable,262,62.8800010681152,6,3,69356200,8932885,Hybrid,5,closed,Market competition
4489,Startup_4489,AI,France,Tier2,2006,5,0,3,35162212,2012,3,1,1,30,41630.171875,2703916.25,Not Profitable,2957,30.7299995422363,5,2,23876216,9169307,Hybrid,2,operating,Ran out of cash
4490,Startup_4490,AI,Canada,Tier2,2015,1,1,3,9207444,2015,3,0,1,10,NULL,1073432.875,Not Profitable,1907,18.8999996185303,8,1,41182308,8932885,Remote,1,operating,Market competition
4491,Startup_4491,EdTech,USA,Tier1,2021,1,0,0,14336325,2021,0,1,1,6,417080.8125,344103.5625,Break-even,4808,26.4699993133545,8,1,33911692,16045938,Hybrid,3,closed,Operating
4492,Startup_4492,EdTech,UAE,Tier3,2023,2,0,3,1823608.875,2010,6,1,0,20,87796.4921875,1219247.5,Not Profitable,2957,26.4699993133545,7,1,59929448,14098654,Remote,3,operating,Market competition
4493,Startup_4493,Ecommerce,Canada,Tier1,2013,2,0,1,3135033.75,2011,0,1,0,20,99233.40625,31078.0234375,Profitable,2957,31.7999992370605,2,1,61679972,479772.15625,Office,0,operating,Operating
4494,Startup_4494,HealthTech,Israel,Tier1,2014,3,0,3,3320476.75,2009,0,0,0,7,163332.5625,121995.90625,Not Profitable,1977,52.5900001525879,6,0,15041796,5545356,Office,3,acquired,Acquired talent
4495,Startup_4495,Fintech,Canada,Tier1,2014,1,0,2,5368280,2011,5,1,0,38,59250.40234375,116534.0078125,Not Profitable,7332,31.3799991607666,4,1,573955200,17142938,Remote,4,closed,Strategic shutdown
4496,Startup_4496,Fintech,India,Tier1,2019,2,0,1,5568780,2018,4,1,0,10,62418.83984375,935107.375,Not Profitable,1946,34.4700012207031,10,1,169280384,1227968.125,Office,3,acquired,Operating
4497,Startup_4497,ClimateTech,India,Tier1,2000,1,0,0,5829967,2016,7,0,1,11,69545.1484375,1246924.5,Not Profitable,3589,17.7800006866455,4,2,34200132,18243088,Hybrid,4,ipo,Founder conflict
4498,Startup_4498,Cybersecurity,France,Tier1,2018,2,0,2,3357305.75,2023,3,1,1,72,43441.96875,1219247.5,Not Profitable,1934,25.6900005340576,3,1,95422936,8932885,Remote,3,closed,Product-market fit failure
4499,Startup_4499,Fintech,Israel,Tier1,2006,4,0,3,3278710.75,2022,7,1,0,17,114084.2265625,204035.984375,Not Profitable,2585,24.6499996185303,9,0,294840864,20790848,Hybrid,3,operating,Operating
4500,Startup_4500,Fintech,Netherlands,Tier1,2017,2,0,2,3320476.75,2010,0,1,0,19,10483.220703125,4121113.75,Not Profitable,4078,11.2799997329712,3,0,77902920,2146990,Hybrid,1,closed,Ran out of cash
4501,Startup_4501,HealthTech,Canada,Tier2,2014,2,0,0,10075074,2011,6,1,1,37,44763.984375,1219247.5,Profitable,2957,4.92999982833862,4,1,9945942,85105976,Hybrid,3,acquired,Founder conflict
4502,Startup_4502,TravelTech,UAE,Tier3,2012,4,0,2,34016364,2020,5,1,0,22,56029.17578125,1375238.125,Not Profitable,1470,36.8899993896484,4,1,80868720,8932885,Remote,4,closed,Market competition
4503,Startup_4503,EdTech,Brazil,Tier1,2018,4,1,0,4553788,2017,0,1,0,20,805330.9375,672379,Break-even,2957,19.5,4,1,34698824,25170614,Remote,4,operating,Operating
4504,Startup_4504,EdTech,France,Tier2,2017,3,0,0,407717.34375,2005,4,0,0,44,2561488.25,1219247.5,Profitable,2541,16.3999996185303,8,0,291430880,9763747,Remote,1,operating,Market competition
4505,Startup_4505,SaaS,Germany,Tier2,2003,2,1,1,22426912,2013,8,0,0,14,61011.06640625,1219247.5,Profitable,2537,26.4699993133545,4,0,224416544,2523276,Office,3,operating,Operating
4506,Startup_4506,Fintech,India,Tier3,2017,4,0,2,1162630.75,2006,0,1,1,24,52344.6953125,281776.40625,Not Profitable,1266,26.4699993133545,3,1,177996496,8932885,Office,3,operating,Operating
4507,Startup_4507,HealthTech,Germany,Tier1,2003,3,0,3,3320476.75,2017,4,1,1,15,27959.7421875,1219247.5,Not Profitable,7095,26.4699993133545,5,1,106002856,95623488,Remote,5,operating,Operating
4508,Startup_4508,Logistics,Netherlands,Tier2,2015,3,0,4,17857816,2006,4,1,0,7,524192.5,339655.875,Not Profitable,12221,9.25,9,1,18344742,8292142.5,Remote,4,operating,Ran out of cash
4509,Startup_4509,EdTech,UAE,Tier1,2013,1,0,0,51888084,2013,0,1,1,12,138845.1875,34050.484375,Not Profitable,8447,17.25,7,1,44454796,10277180,Hybrid,0,operating,Market competition
4510,Startup_4510,HealthTech,Germany,Tier2,2013,4,0,5,1713643.5,2020,6,0,0,52,595829.0625,1219247.5,Not Profitable,287,47.6100006103516,1,1,17323726,8932885,Remote,2,acquired,Acquired talent
4511,Startup_4511,Gaming,UAE,Tier2,2006,5,0,4,4048071.75,2024,6,1,0,15,NULL,73848.4921875,Not Profitable,26365,29.1800003051758,3,0,49464216,5915359,Hybrid,1,closed,Operating
4512,Startup_4512,TravelTech,Israel,Tier2,2012,4,1,4,160257.078125,2019,0,0,1,25,46316.70703125,1219247.5,Break-even,5749,9.96000003814697,6,1,102113976,1265218.25,Office,4,operating,Product-market fit failure
4513,Startup_4513,Fintech,France,Tier1,2023,4,0,3,5344125.5,2023,5,1,1,3,447629.28125,1288705.875,Not Profitable,2957,26.4699993133545,4,2,15676888,2702496,Office,5,operating,Operating
4514,Startup_4514,SaaS,UAE,Tier2,2013,3,0,4,1359683,2012,4,1,1,90,748735.75,8981008,Not Profitable,8705,30.8600006103516,4,3,14050215,13886605,Hybrid,0,ipo,Operating
4515,Startup_4515,Cybersecurity,Singapore,Tier1,2009,4,0,0,6553147.5,2014,8,0,1,114,148179.875,20956324,Not Profitable,1068,8.02999973297119,2,1,8068075008,27864472,Office,3,closed,Product-market fit failure
4516,Startup_4516,EdTech,France,Tier1,2012,4,0,0,644314.25,2023,0,1,0,42,NULL,178284.125,Not Profitable,1251,34.689998626709,5,2,4305100,1125428.75,Remote,1,acquired,Operating
4517,Startup_4517,Gaming,Singapore,Tier1,2005,3,0,1,3320476.75,2022,0,1,0,3,631771.25,2033607.25,Not Profitable,2957,50.1100006103516,4,0,437954336,12595143,Hybrid,4,operating,Product-market fit failure
4518,Startup_4518,Logistics,Canada,Tier2,2010,3,1,0,8083409.5,2019,4,0,0,8,80097.1640625,764685.5625,Not Profitable,2957,70.6699981689453,4,2,146103776,211300416,Remote,3,operating,Operating
4519,Startup_4519,HealthTech,Singapore,Tier3,2005,1,0,0,32364834,2014,2,0,1,16,NULL,8042926.5,Not Profitable,947,26.4699993133545,6,0,103578280,24665570,Hybrid,0,operating,Product-market fit failure
4520,Startup_4520,AI,USA,Tier2,2010,1,0,5,175503.625,2009,5,1,0,52,240335.734375,138974.859375,Profitable,786,29.9699993133545,10,0,6717128.5,2478545.5,Hybrid,3,closed,Product-market fit failure
4521,Startup_4521,FoodTech,Canada,Tier1,2018,4,0,4,3320476.75,2019,4,1,1,31,389341.625,297470.625,Break-even,4122,26.4699993133545,8,0,44402892,15686868,Remote,3,closed,Operating
4522,Startup_4522,Fintech,Netherlands,Tier1,2016,4,0,2,337765.40625,2016,5,1,0,20,144092.859375,532791.75,Not Profitable,1265,30.9699993133545,3,0,5487249,8932885,Hybrid,5,operating,Operating
4523,Startup_4523,Fintech,Singapore,Tier1,2002,2,0,5,550253.8125,2013,4,0,1,68,NULL,532072.3125,Profitable,4930,26.4699993133545,11,1,148943712,8932885,Remote,6,closed,Regulatory issues
4524,Startup_4524,Gaming,Brazil,Tier1,2000,5,0,4,426042.4375,2024,5,1,0,22,315205.71875,15156579,Not Profitable,1538,21.5400009155273,4,1,74526192,43349740,Office,0,operating,Operating
4525,Startup_4525,HealthTech,Germany,Tier1,2015,2,1,0,3320476.75,2016,10,1,1,19,105941.6015625,175531.8125,Not Profitable,7321,8.18000030517578,1,1,5103066.5,8932885,Office,0,closed,Product-market fit failure
4526,Startup_4526,Ecommerce,Canada,Tier1,2011,2,0,2,1523653.125,2009,8,0,0,42,201638.8125,2540751.5,Break-even,2957,17.3099994659424,8,1,35124088,1264666.375,Office,3,acquired,Acquired talent
4527,Startup_4527,Fintech,Germany,Tier1,2013,4,0,2,5545783.5,2010,5,0,0,20,104979.1953125,2240854.25,Profitable,776,18.8999996185303,3,0,326136448,55121696,Remote,5,acquired,Operating
4528,Startup_4528,Ecommerce,Australia,Tier2,2017,3,0,4,962836.875,2010,4,1,1,4,1639416.875,1260465.625,Break-even,7149,79.7900009155273,3,2,18489342,6580158.5,Hybrid,3,ipo,Market competition
4529,Startup_4529,Logistics,France,Tier2,2002,3,0,4,10353950,2024,3,0,1,10,960957.5,12686319,Not Profitable,5229,26.4699993133545,6,2,4060831.5,1974745.625,Remote,0,closed,Acquired talent
4530,Startup_4530,AI,Singapore,Tier2,2023,5,1,3,16157451,2022,5,1,0,4,52186.58203125,812977.4375,Profitable,2957,26.4699993133545,6,0,32966732,3446878.25,Office,1,acquired,Operating
4531,Startup_4531,Gaming,Germany,Tier1,2007,3,0,1,20523142,2023,5,1,0,10,1016695.3125,321315.875,Not Profitable,14572,26.4699993133545,7,0,52768628,8932885,Remote,3,operating,Operating
4532,Startup_4532,HealthTech,Singapore,Tier1,2017,4,0,4,3320476.75,2024,5,1,0,47,32932.19140625,1219247.5,Not Profitable,635,26.4699993133545,4,1,6264444,8178311,Hybrid,0,operating,Operating
4533,Startup_4533,HealthTech,Germany,Tier1,2015,3,0,2,5361701,2010,0,1,0,7,37368.4609375,1219247.5,Not Profitable,1884,13.6499996185303,5,0,44236812,26765086,Office,6,closed,Product-market fit failure
4534,Startup_4534,ClimateTech,Netherlands,Tier1,2014,1,0,1,1493202.5,2007,3,0,0,56,860092.125,3519026.25,Not Profitable,2957,20.9500007629395,8,0,18064736,823404.5,Hybrid,3,operating,Market competition
4535,Startup_4535,Logistics,Brazil,Tier2,2021,5,0,0,22829764,2013,0,1,0,2,191254.796875,1066037,Break-even,767,18.4500007629395,4,0,53878384,15803988,Office,2,operating,Product-market fit failure
4536,Startup_4536,Logistics,UAE,Tier1,2001,3,0,4,5365306.5,2022,5,0,1,15,10941.6982421875,2387562.25,Not Profitable,13714,44.9300003051758,6,0,60019812,4726909,Remote,3,operating,Operating
4537,Startup_4537,TravelTech,UK,Tier2,2015,3,0,0,32527192,2011,6,1,1,20,174335.265625,165153.75,Not Profitable,4541,45.8499984741211,10,0,76708272,8932885,Office,6,operating,Operating
4538,Startup_4538,FoodTech,Brazil,Tier3,2022,1,0,4,550653.875,2008,0,1,1,26,267515.21875,934466.125,Not Profitable,276,26.4699993133545,8,3,129095560,1219869.75,Hybrid,0,closed,Operating
4539,Startup_4539,EdTech,India,Tier1,2009,2,0,7,464011.375,2014,8,1,1,13,343038.625,23225.072265625,Not Profitable,2957,26.4699993133545,2,0,70140984,5512954,Remote,5,closed,Founder conflict
4540,Startup_4540,EdTech,Singapore,Tier1,2010,4,0,3,6253754,2022,4,0,0,20,386452.34375,1951476.375,Not Profitable,5920,7.82999992370605,4,0,72391472,4147724.75,Hybrid,3,closed,Operating
4541,Startup_4541,ClimateTech,Brazil,Tier3,2018,3,0,0,8658319,2012,0,0,0,104,342588.0625,56603360,Not Profitable,32717,68.9000015258789,4,0,76583800,1630167.375,Remote,0,closed,Market competition
4542,Startup_4542,Cybersecurity,USA,Tier2,2023,1,1,3,1253695.125,2011,0,0,0,41,441495.09375,1130738.125,Profitable,9611,27.9400005340576,4,0,423639904,168662096,Hybrid,3,closed,Strategic shutdown
4543,Startup_4543,SaaS,Singapore,Tier2,2018,1,0,4,16554150,2023,3,1,0,20,48879.38671875,1219247.5,Not Profitable,2957,17.8899993896484,2,1,55893540,3011902.25,Remote,1,operating,Ran out of cash
4544,Startup_4544,Gaming,Israel,Tier2,2009,2,0,1,645310.3125,2011,3,0,1,12,99767.1484375,1552390.5,Not Profitable,3681,20.6399993896484,0,0,578726464,15868339,Office,3,operating,Operating
4545,Startup_4545,AI,France,Tier1,2021,3,0,5,3122815,2014,6,1,0,21,265988.09375,1219247.5,Not Profitable,718,8.27999973297119,4,1,184910608,88704616,Remote,1,operating,Product-market fit failure
4546,Startup_4546,HealthTech,France,Tier1,2016,2,0,3,11530371,2018,6,0,1,74,NULL,1219247.5,Not Profitable,53826,34.4500007629395,4,1,62443192,756239.5,Office,3,closed,Operating
4547,Startup_4547,FoodTech,India,Tier1,2023,5,1,5,23228336,2007,5,0,1,39,600882.125,38711084,Not Profitable,20071,26.4699993133545,8,2,212431200,8932885,Remote,3,closed,Founder conflict
4548,Startup_4548,Ecommerce,UAE,Tier1,2022,1,0,8,2885351,2010,1,1,1,42,173997.03125,1544979.625,Not Profitable,2957,10.6800003051758,3,1,17631282,689608.25,Office,3,closed,Acquired talent
4549,Startup_4549,Gaming,USA,Tier1,2000,4,1,0,3320476.75,2006,4,1,1,35,94368.0625,1042272.3125,Not Profitable,63616,23.0100002288818,3,2,56838804,3742464.75,Remote,3,operating,Ran out of cash
4550,Startup_4550,Cybersecurity,India,Tier1,2006,1,0,3,3320476.75,2020,4,1,0,15,175436.78125,1245146.625,Not Profitable,1589,57.7599983215332,3,1,18582098,3297812.75,Remote,6,closed,Founder conflict
4551,Startup_4551,Gaming,Canada,Tier2,2015,2,0,0,6458914,2007,0,1,1,41,365489.78125,916716.25,Not Profitable,3833,24.0300006866455,4,2,3501368.25,45304292,Hybrid,3,closed,Regulatory issues
4552,Startup_4552,Cybersecurity,Singapore,Tier1,2010,4,1,3,8976604,2005,0,1,1,5,97144.03125,14300009,Not Profitable,7333,44.8600006103516,9,0,38828608,7571820,Remote,6,closed,Operating
4553,Startup_4553,HealthTech,USA,Tier1,2020,4,1,0,7426536,2023,3,0,0,2,NULL,529260.75,Not Profitable,267,26.4699993133545,3,0,223546640,16496195,Office,6,ipo,Operating
4554,Startup_4554,SaaS,Australia,Tier1,2017,1,0,1,4580981,2012,4,0,0,17,1408241.5,3597658,Not Profitable,256,10.5299997329712,6,0,106291352,84233880,Hybrid,5,acquired,Operating
4555,Startup_4555,Cybersecurity,UAE,Tier1,2000,4,1,3,38432476,2005,3,0,0,124,864616.4375,21733002,Not Profitable,901,19.4300003051758,6,1,1374469632,8932885,Office,5,acquired,Operating
4556,Startup_4556,HealthTech,Germany,Tier1,2001,3,0,4,33483932,2010,5,0,1,9,407220.59375,17928374,Not Profitable,589,26.4699993133545,3,2,7879190,939275.875,Hybrid,0,closed,Operating
4557,Startup_4557,HealthTech,Israel,Tier2,2021,1,0,2,411094.53125,2024,0,1,0,20,1354626.875,423741.09375,Profitable,850,26.4699993133545,2,1,4343236,10424821,Hybrid,5,acquired,Market competition
4558,Startup_4558,SaaS,Singapore,Tier2,2001,2,0,2,3320476.75,2012,7,1,0,28,99113.2578125,281372.5625,Not Profitable,444,34.0499992370605,5,0,292021408,5815790.5,Remote,2,closed,Operating
4559,Startup_4559,EdTech,Israel,Tier1,2005,5,0,3,400974.78125,2015,5,1,0,57,NULL,137018.9375,Not Profitable,2957,21.1700000762939,7,0,68624824,8932885,Remote,6,closed,Regulatory issues
4560,Startup_4560,Gaming,USA,Tier1,2023,2,0,3,117992.1328125,2022,3,1,0,6,34426.23046875,5976868,Not Profitable,6028,21.1800003051758,4,0,25870136,772948.6875,Remote,2,closed,Operating
4561,Startup_4561,ClimateTech,Germany,Tier2,2007,3,0,1,1132096.125,2018,5,1,1,20,536353.0625,5825407.5,Not Profitable,27011,24.5400009155273,6,1,36836128,2828814.25,Hybrid,0,closed,Ran out of cash
4562,Startup_4562,Fintech,India,Tier1,2021,5,0,2,2854081,2013,0,1,1,8,NULL,1219247.5,Profitable,3696,8.97000026702881,7,1,401904416,24197972,Hybrid,1,ipo,Ran out of cash
4563,Startup_4563,Fintech,Singapore,Tier1,2020,5,0,8,3320476.75,2006,8,0,0,55,17228.01171875,240509.984375,Not Profitable,2957,15.7299995422363,0,1,234743280,12397923,Remote,6,closed,Founder conflict
4564,Startup_4564,ClimateTech,Germany,Tier1,2019,2,0,6,206910.75,2006,9,0,0,20,110491.3359375,2148983.25,Not Profitable,15250,5.21000003814697,5,1,207421360,58007816,Remote,0,acquired,Operating
4565,Startup_4565,Ecommerce,Israel,Tier3,2013,1,0,3,807861.875,2014,6,1,1,4,1876007,668500.4375,Not Profitable,1690,35.6800003051758,6,1,5499418.5,771330.875,Hybrid,3,operating,Operating
4566,Startup_4566,Logistics,UK,Tier1,2021,1,0,3,30294802,2012,5,0,1,32,206347.453125,6044432.5,Not Profitable,285,71.5699996948242,7,0,192598240,7037336,Hybrid,3,closed,Product-market fit failure
4567,Startup_4567,Ecommerce,USA,Tier3,2020,5,1,3,8151145,2013,2,1,1,43,203156.515625,15895966,Not Profitable,382,66.4400024414063,9,1,55535808,16787910,Office,2,closed,Operating
4568,Startup_4568,Logistics,UAE,Tier1,2019,2,0,0,3251512,2014,0,0,1,20,674220.6875,1219247.5,Not Profitable,2940,25.0200004577637,5,0,10346016,21166430,Office,0,ipo,Regulatory issues
4569,Startup_4569,ClimateTech,UAE,Tier1,2021,2,0,0,3154007.75,2016,3,1,0,43,NULL,2094392.375,Not Profitable,5068,13.7299995422363,3,0,32441326,8932885,Hybrid,6,closed,Market competition
4570,Startup_4570,Fintech,USA,Tier2,2007,1,0,5,3471243,2014,6,0,0,9,218820.4375,1405337.875,Not Profitable,757,60.3899993896484,4,0,589561152,123737.3125,Hybrid,3,ipo,Operating
4571,Startup_4571,AI,Netherlands,Tier1,2016,3,1,3,3290151,2023,7,1,1,5,457965.125,1219247.5,Not Profitable,19571,30.2199993133545,4,2,16340854,13246696,Hybrid,2,operating,Operating
4572,Startup_4572,Fintech,Israel,Tier1,2004,1,0,2,8594277,2008,6,0,0,8,NULL,1628381.125,Not Profitable,13961,20.1100006103516,6,0,52864008,3491097.75,Office,4,acquired,Acquired talent
4573,Startup_4573,Ecommerce,Israel,Tier1,2002,1,0,0,149520432,2011,7,1,0,3,57261.34765625,1219247.5,Profitable,2233,16.1200008392334,5,0,289137440,1101573.625,Office,5,acquired,Product-market fit failure
4574,Startup_4574,FoodTech,Canada,Tier1,2023,3,1,2,120876.0546875,2010,5,1,1,20,387067.9375,564264.5625,Break-even,2957,26.4699993133545,10,0,5878679.5,2133635.75,Office,3,ipo,Market competition
4575,Startup_4575,ClimateTech,India,Tier1,2023,1,0,2,390759.28125,2018,0,1,1,20,NULL,7088560,Not Profitable,2373,26.4699993133545,4,1,32000776,6874002.5,Office,2,acquired,Operating
4576,Startup_4576,Ecommerce,Israel,Tier2,2017,5,0,0,3320476.75,2023,9,1,1,15,41046.5,1514286.25,Break-even,135,51.4799995422363,7,0,183086000,2572310.5,Hybrid,3,closed,Acquired talent
